+-------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+-----------+-------------+-----------+--------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| COUNT |  MIN  |  MAX  |   SUM   |  AVG  |  P1   |  P50  |  P99  | STDDEV | MIN(BODY) | MAX(BODY) |  SUM(BODY)  | AVG(BODY) | METHOD |                                                                                                           URI                                                                                                            |
|     1 | 0.566 | 0.566 |   0.566 | 0.566 | 0.566 | 0.566 | 0.566 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=horiuchi&keyword=%E8%88%B9%E6%88%B8%E5%B1%B1                                                                                                                                                                 |
|     1 | 0.565 | 0.565 |   0.565 | 0.565 | 0.565 | 0.565 | 0.565 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sojiro&keyword=%E5%BA%83%E5%B3%B6%E5%B8%82%E9%81%93%E6%A8%AA%E5%B7%9D%E6%B1%9F%E6%B3%A2%E7%B7%9A                                                                                                             |
|     1 | 0.564 | 0.564 |   0.564 | 0.564 | 0.564 | 0.564 | 0.564 |  0.000 |  7041.000 |  7041.000 |    7041.000 |  7041.000 | GET    | /keyword/%E5%AE%89%E5%80%8D%E3%81%AA%E3%81%A4%E3%81%BF%E3%81%AE%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%83%A2%E3%83%BC%E3%83%8B%E3%83%B3%E3%82%B0%E3%83%A9%E3%82%A4%E3%83%80%E3%83%BC                                     |
|     1 | 0.563 | 0.563 |   0.563 | 0.563 | 0.563 | 0.563 | 0.563 |  0.000 |  6235.000 |  6235.000 |    6235.000 |  6235.000 | GET    | /keyword/%E4%B9%85%E6%89%8B%E9%A7%85                                                                                                                                                                                     |
|     1 | 0.561 | 0.561 |   0.561 | 0.561 | 0.561 | 0.561 | 0.561 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sojiro&keyword=%E5%B7%A8%E5%A4%A7%E5%9F%BA%E6%95%B0                                                                                                                                                          |
|     1 | 0.561 | 0.561 |   0.561 | 0.561 | 0.561 | 0.561 | 0.561 |  0.000 |  3558.000 |  3558.000 |    3558.000 |  3558.000 | GET    | /keyword/%E9%9F%B3%E6%A5%BD%E7%90%86%E8%AB%96                                                                                                                                                                            |
|     1 | 0.554 | 0.554 |   0.554 | 0.554 | 0.554 | 0.554 | 0.554 |  0.000 |  4788.000 |  4788.000 |    4788.000 |  4788.000 | GET    | /keyword/%E4%B8%8B%E6%9D%A1%E9%A7%85                                                                                                                                                                                     |
|     1 | 0.553 | 0.553 |   0.553 | 0.553 | 0.553 | 0.553 | 0.553 |  0.000 | 15506.000 | 15506.000 |   15506.000 | 15506.000 | GET    | /keyword/%E9%81%B8%E6%8A%9E%E5%85%AC%E7%90%86                                                                                                                                                                            |
|     1 | 0.550 | 0.550 |   0.550 | 0.550 | 0.550 | 0.550 | 0.550 |  0.000 |  3597.000 |  3597.000 |    3597.000 |  3597.000 | GET    | /keyword/313%E5%B9%B4                                                                                                                                                                                                    |
|     1 | 0.546 | 0.546 |   0.546 | 0.546 | 0.546 | 0.546 | 0.546 |  0.000 |  6205.000 |  6205.000 |    6205.000 |  6205.000 | GET    | /keyword/%E5%A4%A7%E6%B2%BC%E7%B6%BE%E5%AD%90                                                                                                                                                                            |
|     1 | 0.535 | 0.535 |   0.535 | 0.535 | 0.535 | 0.535 | 0.535 |  0.000 |  4792.000 |  4792.000 |    4792.000 |  4792.000 | GET    | /keyword/%E5%9B%9B%E6%A2%9D%E7%95%B7%E3%81%AE%E6%88%A6%E3%81%84                                                                                                                                                          |
|     1 | 0.534 | 0.534 |   0.534 | 0.534 | 0.534 | 0.534 | 0.534 |  0.000 |  6023.000 |  6023.000 |    6023.000 |  6023.000 | GET    | /keyword/%E9%8F%A1%E8%B2%B4%E4%B9%9F                                                                                                                                                                                     |
|     1 | 0.533 | 0.533 |   0.533 | 0.533 | 0.533 | 0.533 | 0.533 |  0.000 |  8521.000 |  8521.000 |    8521.000 |  8521.000 | GET    | /keyword/%E7%8E%96%E7%8F%82%E7%94%BA                                                                                                                                                                                     |
|     1 | 0.532 | 0.532 |   0.532 | 0.532 | 0.532 | 0.532 | 0.532 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=hamano&keyword=%E7%A9%BA%E5%8D%B0%E5%AF%BA                                                                                                                                                                   |
|     1 | 0.529 | 0.529 |   0.529 | 0.529 | 0.529 | 0.529 | 0.529 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=mahito&keyword=%E5%B9%B3%E5%B0%BE%E5%B1%B1                                                                                                                                                                   |
|     1 | 0.528 | 0.528 |   0.528 | 0.528 | 0.528 | 0.528 | 0.528 |  0.000 | 25471.000 | 25471.000 |   25471.000 | 25471.000 | GET    | /keyword/%E5%B8%AF%E5%BA%83%E9%A7%85                                                                                                                                                                                     |
|     1 | 0.526 | 0.526 |   0.526 | 0.526 | 0.526 | 0.526 | 0.526 |  0.000 |  3191.000 |  3191.000 |    3191.000 |  3191.000 | GET    | /keyword/%E5%BB%BA%E6%AD%A6%E4%B8%AD%E5%85%83                                                                                                                                                                            |
|     1 | 0.512 | 0.512 |   0.512 | 0.512 | 0.512 | 0.512 | 0.512 |  0.000 |  4310.000 |  4310.000 |    4310.000 |  4310.000 | GET    | /keyword/%E3%82%AA%E3%83%AA%E3%83%B4%E3%82%A1%E3%83%BC%E3%83%BB%E3%83%92%E3%83%AB%E3%82%B7%E3%83%A5%E3%83%93%E3%83%BC%E3%82%B2%E3%83%AB                                                                                  |
|     1 | 0.511 | 0.511 |   0.511 | 0.511 | 0.511 | 0.511 | 0.511 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=yumatsumo&keyword=%E6%9E%87%E6%9D%B7%E5%B3%B6%E6%A9%8B                                                                                                                                                       |
|     1 | 0.511 | 0.511 |   0.511 | 0.511 | 0.511 | 0.511 | 0.511 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=hamano&keyword=%E3%83%AC%E3%83%95%E3%83%A9%E3%83%BC                                                                                                                                                          |
|     1 | 0.510 | 0.510 |   0.510 | 0.510 | 0.510 | 0.510 | 0.510 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=horiuchi&keyword=FreeTEMPO                                                                                                                                                                                   |
|     1 | 0.509 | 0.509 |   0.509 | 0.509 | 0.509 | 0.509 | 0.509 |  0.000 | 18695.000 | 18695.000 |   18695.000 | 18695.000 | GET    | /keyword/%E5%A4%A9%E6%96%87%E5%8F%B0%E3%82%B3%E3%83%BC%E3%83%89%E4%B8%80%E8%A6%A7                                                                                                                                        |
|     1 | 0.507 | 0.507 |   0.507 | 0.507 | 0.507 | 0.507 | 0.507 |  0.000 |  9136.000 |  9136.000 |    9136.000 |  9136.000 | GET    | /keyword/%E4%B9%9D%E9%AC%BC%E9%A7%85                                                                                                                                                                                     |
|     1 | 0.507 | 0.507 |   0.507 | 0.507 | 0.507 | 0.507 | 0.507 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=takuji&keyword=%E3%82%A4%E3%82%AE%E3%83%AA%E3%82%B9%E6%94%BF%E5%BA%9C                                                                                                                                        |
|     1 | 0.502 | 0.502 |   0.502 | 0.502 | 0.502 | 0.502 | 0.502 |  0.000 |  9527.000 |  9527.000 |    9527.000 |  9527.000 | GET    | /keyword/%E5%A4%A9%E7%AB%9C%E5%B7%9D%E9%A7%85                                                                                                                                                                            |
|     1 | 0.502 | 0.502 |   0.502 | 0.502 | 0.502 | 0.502 | 0.502 |  0.000 | 58771.000 | 58771.000 |   58771.000 | 58771.000 | GET    | /?page=86                                                                                                                                                                                                                |
|     1 | 0.498 | 0.498 |   0.498 | 0.498 | 0.498 | 0.498 | 0.498 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=takuji&keyword=%E8%8F%85%E5%B1%B1%E3%81%8B%E3%81%8A%E3%82%8B                                                                                                                                                 |
|     1 | 0.496 | 0.496 |   0.496 | 0.496 | 0.496 | 0.496 | 0.496 |  0.000 | 13517.000 | 13517.000 |   13517.000 | 13517.000 | GET    | /keyword/%E5%B1%85%E5%90%88%E9%81%93                                                                                                                                                                                     |
|     1 | 0.489 | 0.489 |   0.489 | 0.489 | 0.489 | 0.489 | 0.489 |  0.000 |  5498.000 |  5498.000 |    5498.000 |  5498.000 | GET    | /keyword/%E5%B2%A9%E5%9F%8E%E6%9D%91                                                                                                                                                                                     |
|     1 | 0.488 | 0.488 |   0.488 | 0.488 | 0.488 | 0.488 | 0.488 |  0.000 |  7954.000 |  7954.000 |    7954.000 |  7954.000 | GET    | /keyword/%E5%91%A8%E8%BE%BA%E6%A9%9F%E5%99%A8                                                                                                                                                                            |
|     1 | 0.488 | 0.488 |   0.488 | 0.488 | 0.488 | 0.488 | 0.488 |  0.000 |  9281.000 |  9281.000 |    9281.000 |  9281.000 | GET    | /keyword/%E3%83%A1%E3%83%83%E3%82%BB%E3%83%B3%E3%82%B8%E3%83%A3%E3%83%BC%20%28%E6%8E%A2%E6%9F%BB%E6%A9%9F%29                                                                                                             |
|     1 | 0.482 | 0.482 |   0.482 | 0.482 | 0.482 | 0.482 | 0.482 |  0.000 |  8076.000 |  8076.000 |    8076.000 |  8076.000 | GET    | /keyword/%E5%B1%B1%E9%99%BD%E7%B6%B2%E5%B9%B2%E9%A7%85                                                                                                                                                                   |
|     1 | 0.482 | 0.482 |   0.482 | 0.482 | 0.482 | 0.482 | 0.482 |  0.000 |  6448.000 |  6448.000 |    6448.000 |  6448.000 | GET    | /keyword/%E6%96%B0%E5%B7%9D%E5%81%9C%E7%95%99%E5%A0%B4                                                                                                                                                                   |
|     1 | 0.476 | 0.476 |   0.476 | 0.476 | 0.476 | 0.476 | 0.476 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=hamano&keyword=%E4%BA%95%E4%B8%8A%E6%95%8F%E5%A4%AB                                                                                                                                                          |
|     1 | 0.475 | 0.475 |   0.475 | 0.475 | 0.475 | 0.475 | 0.475 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=horiuchi&keyword=%E6%99%AE%E9%96%80%E9%99%A2                                                                                                                                                                 |
|     1 | 0.470 | 0.470 |   0.470 | 0.470 | 0.470 | 0.470 | 0.470 |  0.000 |  3717.000 |  3717.000 |    3717.000 |  3717.000 | GET    | /keyword/952%E5%B9%B4                                                                                                                                                                                                    |
|     1 | 0.470 | 0.470 |   0.470 | 0.470 | 0.470 | 0.470 | 0.470 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sojiro&keyword=%E8%BB%9F%E5%8F%A3%E8%93%8B%E9%9F%B3                                                                                                                                                          |
|     1 | 0.467 | 0.467 |   0.467 | 0.467 | 0.467 | 0.467 | 0.467 |  0.000 | 11412.000 | 11412.000 |   11412.000 | 11412.000 | GET    | /keyword/%E9%80%9A%E5%8B%A4%E3%83%A9%E3%82%A4%E3%83%8A%E3%83%BC%20%28%E5%88%97%E8%BB%8A%29                                                                                                                               |
|     1 | 0.464 | 0.464 |   0.464 | 0.464 | 0.464 | 0.464 | 0.464 |  0.000 |  5603.000 |  5603.000 |    5603.000 |  5603.000 | GET    | /keyword/%E4%BF%A1%E5%B7%9E%E7%B4%AC                                                                                                                                                                                     |
|     1 | 0.464 | 0.464 |   0.464 | 0.464 | 0.464 | 0.464 | 0.464 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=hamano&keyword=G15                                                                                                                                                                                           |
|     1 | 0.462 | 0.462 |   0.462 | 0.462 | 0.462 | 0.462 | 0.462 |  0.000 |  5196.000 |  5196.000 |    5196.000 |  5196.000 | GET    | /keyword/Grade-A                                                                                                                                                                                                         |
|     1 | 0.461 | 0.461 |   0.461 | 0.461 | 0.461 | 0.461 | 0.461 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=horiuchi&keyword=%E5%8A%A0%E8%97%A4%E5%BD%B0                                                                                                                                                                 |
|     1 | 0.459 | 0.459 |   0.459 | 0.459 | 0.459 | 0.459 | 0.459 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=kamipo&keyword=%E3%83%AD%E3%83%9E%E3%83%8E%E3%82%B93%E4%B8%96%E3%82%A2%E3%83%AB%E3%82%AE%E3%83%A5%E3%83%AD%E3%82%B9                                                                                          |
|     1 | 0.455 | 0.455 |   0.455 | 0.455 | 0.455 | 0.455 | 0.455 |  0.000 |  3446.000 |  3446.000 |    3446.000 |  3446.000 | GET    | /keyword/275%E5%B9%B4                                                                                                                                                                                                    |
|     1 | 0.455 | 0.455 |   0.455 | 0.455 | 0.455 | 0.455 | 0.455 |  0.000 |  5695.000 |  5695.000 |    5695.000 |  5695.000 | GET    | /keyword/%E3%82%AF%E3%83%AA%E3%83%B3%E3%83%88%E3%83%B3                                                                                                                                                                   |
|     1 | 0.451 | 0.451 |   0.451 | 0.451 | 0.451 | 0.451 | 0.451 |  0.000 |  2774.000 |  2774.000 |    2774.000 |  2774.000 | GET    | /keyword/%E3%83%9E%E3%83%87%E3%82%A4%E3%83%A9                                                                                                                                                                            |
|     1 | 0.446 | 0.446 |   0.446 | 0.446 | 0.446 | 0.446 | 0.446 |  0.000 |   335.000 |   335.000 |     335.000 |   335.000 | POST   | /stars?user=sojiro&keyword=%E8%97%A4%E5%B3%B6%E5%BA%B7%E4%BB%8B                                                                                                                                                          |
|     1 | 0.443 | 0.443 |   0.443 | 0.443 | 0.443 | 0.443 | 0.443 |  0.000 | 10919.000 | 10919.000 |   10919.000 | 10919.000 | GET    | /keyword/%E6%B4%A5%E9%AB%98%E5%9C%B0%E5%9F%9F                                                                                                                                                                            |
|     1 | 0.443 | 0.443 |   0.443 | 0.443 | 0.443 | 0.443 | 0.443 |  0.000 |  3875.000 |  3875.000 |    3875.000 |  3875.000 | GET    | /keyword/%E3%82%B9%E3%83%86%E3%83%95%E3%82%A1%E3%83%B3%E3%83%BB%E3%82%A8%E3%83%AA%E3%82%AA%E3%83%83%E3%83%88                                                                                                             |
|     1 | 0.435 | 0.435 |   0.435 | 0.435 | 0.435 | 0.435 | 0.435 |  0.000 |  2916.000 |  2916.000 |    2916.000 |  2916.000 | GET    | /keyword/%E9%85%92%E4%BA%95%E5%BF%A0%E5%AD%98                                                                                                                                                                            |
|     1 | 0.434 | 0.434 |   0.434 | 0.434 | 0.434 | 0.434 | 0.434 |  0.000 |  7108.000 |  7108.000 |    7108.000 |  7108.000 | GET    | /keyword/%E5%8C%97%E6%B5%B7%E9%81%93%E9%81%935%E5%8F%B7%E6%B1%9F%E5%B7%AE%E6%9C%A8%E5%8F%A4%E5%86%85%E7%B7%9A                                                                                                            |
|     1 | 0.433 | 0.433 |   0.433 | 0.433 | 0.433 | 0.433 | 0.433 |  0.000 |  7683.000 |  7683.000 |    7683.000 |  7683.000 | GET    | /keyword/%E5%B1%B1%E5%8F%A3%E6%B7%B3                                                                                                                                                                                     |
|     1 | 0.432 | 0.432 |   0.432 | 0.432 | 0.432 | 0.432 | 0.432 |  0.000 |  9338.000 |  9338.000 |    9338.000 |  9338.000 | GET    | /keyword/%E6%96%B0%E7%99%BD%E5%B2%A1%E9%A7%85                                                                                                                                                                            |
|     1 | 0.430 | 0.430 |   0.430 | 0.430 | 0.430 | 0.430 | 0.430 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sotsa&keyword=%E4%BD%9C%E6%9B%B2%E8%B3%9E                                                                                                                                                                    |
|     1 | 0.430 | 0.430 |   0.430 | 0.430 | 0.430 | 0.430 | 0.430 |  0.000 |  3086.000 |  3086.000 |    3086.000 |  3086.000 | GET    | /keyword/247%E5%B9%B4                                                                                                                                                                                                    |
|     1 | 0.429 | 0.429 |   0.429 | 0.429 | 0.429 | 0.429 | 0.429 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=mahito&keyword=%E4%BC%8A%E9%87%8E%E9%A7%85                                                                                                                                                                   |
|     1 | 0.427 | 0.427 |   0.427 | 0.427 | 0.427 | 0.427 | 0.427 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=takuji&keyword=%E8%BC%AA%E7%8A%B6%E7%94%B2%E7%8A%B6%E7%AD%8B                                                                                                                                                 |
|     1 | 0.427 | 0.427 |   0.427 | 0.427 | 0.427 | 0.427 | 0.427 |  0.000 | 10496.000 | 10496.000 |   10496.000 | 10496.000 | GET    | /keyword/%E4%BB%81%E6%98%8E%E5%A4%A9%E7%9A%87                                                                                                                                                                            |
|     1 | 0.427 | 0.427 |   0.427 | 0.427 | 0.427 | 0.427 | 0.427 |  0.000 |  2604.000 |  2604.000 |    2604.000 |  2604.000 | GET    | /keyword/%E3%83%9C%E3%82%A2%E3%82%BA                                                                                                                                                                                     |
|     1 | 0.424 | 0.424 |   0.424 | 0.424 | 0.424 | 0.424 | 0.424 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sotsa&keyword=%E9%9E%8D%E6%8E%9B%E5%B1%B1                                                                                                                                                                    |
|     1 | 0.417 | 0.417 |   0.417 | 0.417 | 0.417 | 0.417 | 0.417 |  0.000 |   335.000 |   335.000 |     335.000 |   335.000 | POST   | /stars?user=sotsa&keyword=%E5%BF%8D%E9%A2%A8%E6%88%A6%E9%9A%8A%E3%83%8F%E3%83%AA%E3%82%B1%E3%83%B3%E3%82%B8%E3%83%A3%E3%83%BC                                                                                            |
|     1 | 0.416 | 0.416 |   0.416 | 0.416 | 0.416 | 0.416 | 0.416 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=mahito&keyword=%E3%83%AB%E3%83%BC%E3%83%8A                                                                                                                                                                   |
|     1 | 0.416 | 0.416 |   0.416 | 0.416 | 0.416 | 0.416 | 0.416 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=kamipo&keyword=%E5%AF%BA%E6%B3%8A%E7%94%BA                                                                                                                                                                   |
|     1 | 0.415 | 0.415 |   0.415 | 0.415 | 0.415 | 0.415 | 0.415 |  0.000 | 10702.000 | 10702.000 |   10702.000 | 10702.000 | GET    | /keyword/%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%90%E3%82%B9                                                                                                                                                                   |
|     1 | 0.415 | 0.415 |   0.415 | 0.415 | 0.415 | 0.415 | 0.415 |  0.000 |  2502.000 |  2502.000 |    2502.000 |  2502.000 | GET    | /keyword/%E7%BE%BD%E9%BB%92%E9%A7%85                                                                                                                                                                                     |
|     1 | 0.413 | 0.413 |   0.413 | 0.413 | 0.413 | 0.413 | 0.413 |  0.000 |   335.000 |   335.000 |     335.000 |   335.000 | POST   | /stars?user=mahito&keyword=%E3%81%8B%E3%81%8F%E3%82%8C%E3%82%93%E3%81%BC                                                                                                                                                 |
|     1 | 0.411 | 0.411 |   0.411 | 0.411 | 0.411 | 0.411 | 0.411 |  0.000 |  7405.000 |  7405.000 |    7405.000 |  7405.000 | GET    | /keyword/%E6%AC%A1%E4%B8%96%E4%BB%A3%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89%E3%83%9B%E3%83%93%E3%83%BC%E3%83%95%E3%82%A7%E3%82%A2                                                                                           |
|     1 | 0.410 | 0.410 |   0.410 | 0.410 | 0.410 | 0.410 | 0.410 |  0.000 |   335.000 |   335.000 |     335.000 |   335.000 | POST   | /stars?user=hamano&keyword=%E5%B1%B1%E6%9C%AC%E7%9B%B4%E6%A8%B9                                                                                                                                                          |
|     1 | 0.409 | 0.409 |   0.409 | 0.409 | 0.409 | 0.409 | 0.409 |  0.000 |  4643.000 |  4643.000 |    4643.000 |  4643.000 | GET    | /keyword/%E6%B5%81%E5%B1%B1%E3%82%A4%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%81%E3%82%A7%E3%83%B3%E3%82%B8                                                                                                                      |
|     1 | 0.407 | 0.407 |   0.407 | 0.407 | 0.407 | 0.407 | 0.407 |  0.000 |  7713.000 |  7713.000 |    7713.000 |  7713.000 | GET    | /keyword/%E3%82%B8%E3%83%A7%E3%83%B3%E3%83%BB%E3%82%B9%E3%82%AB%E3%83%BC%E3%83%AC%E3%83%83%E3%83%88                                                                                                                      |
|     1 | 0.405 | 0.405 |   0.405 | 0.405 | 0.405 | 0.405 | 0.405 |  0.000 |  4158.000 |  4158.000 |    4158.000 |  4158.000 | GET    | /keyword/890%E5%B9%B4                                                                                                                                                                                                    |
|     1 | 0.402 | 0.402 |   0.402 | 0.402 | 0.402 | 0.402 | 0.402 |  0.000 | 38490.000 | 38490.000 |   38490.000 | 38490.000 | GET    | /keyword/%E3%82%A8%E3%83%8B%E3%82%B0%E3%83%9E%20%28%E6%9A%97%E5%8F%B7%E6%A9%9F%29                                                                                                                                        |
|     1 | 0.401 | 0.401 |   0.401 | 0.401 | 0.401 | 0.401 | 0.401 |  0.000 |  4038.000 |  4038.000 |    4038.000 |  4038.000 | GET    | /keyword/991%E5%B9%B4                                                                                                                                                                                                    |
|     1 | 0.399 | 0.399 |   0.399 | 0.399 | 0.399 | 0.399 | 0.399 |  0.000 | 92949.000 | 92949.000 |   92949.000 | 92949.000 | GET    | /?page=96                                                                                                                                                                                                                |
|     1 | 0.395 | 0.395 |   0.395 | 0.395 | 0.395 | 0.395 | 0.395 |  0.000 | 61760.000 | 61760.000 |   61760.000 | 61760.000 | GET    | /keyword/%E3%82%A8%E3%82%A2%E3%83%90%E3%82%B9A310                                                                                                                                                                        |
|     1 | 0.394 | 0.394 |   0.394 | 0.394 | 0.394 | 0.394 | 0.394 |  0.000 |  3748.000 |  3748.000 |    3748.000 |  3748.000 | GET    | /keyword/932%E5%B9%B4                                                                                                                                                                                                    |
|     1 | 0.393 | 0.393 |   0.393 | 0.393 | 0.393 | 0.393 | 0.393 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=mahito&keyword=NSU%E3%83%BBRo80                                                                                                                                                                              |
|     1 | 0.391 | 0.391 |   0.391 | 0.391 | 0.391 | 0.391 | 0.391 |  0.000 |  2473.000 |  2473.000 |    2473.000 |  2473.000 | GET    | /keyword/494%E5%B9%B4                                                                                                                                                                                                    |
|     1 | 0.388 | 0.388 |   0.388 | 0.388 | 0.388 | 0.388 | 0.388 |  0.000 |  3063.000 |  3063.000 |    3063.000 |  3063.000 | GET    | /keyword/190%E5%B9%B4                                                                                                                                                                                                    |
|     1 | 0.388 | 0.388 |   0.388 | 0.388 | 0.388 | 0.388 | 0.388 |  0.000 |  5607.000 |  5607.000 |    5607.000 |  5607.000 | GET    | /keyword/%E7%AA%81%E3%81%A3%E5%BC%B5%E3%82%8A                                                                                                                                                                            |
|     1 | 0.385 | 0.385 |   0.385 | 0.385 | 0.385 | 0.385 | 0.385 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=kamipo&keyword=%E4%BA%A4%E9%80%9A%E4%BA%8B%E6%95%85%E9%91%91%E5%AE%9A%E4%BA%BA                                                                                                                               |
|     1 | 0.384 | 0.384 |   0.384 | 0.384 | 0.384 | 0.384 | 0.384 |  0.000 |  4691.000 |  4691.000 |    4691.000 |  4691.000 | GET    | /keyword/%E5%AE%89%E5%80%8D%E5%9C%AD%E5%AD%90                                                                                                                                                                            |
|     1 | 0.382 | 0.382 |   0.382 | 0.382 | 0.382 | 0.382 | 0.382 |  0.000 |  3929.000 |  3929.000 |    3929.000 |  3929.000 | GET    | /keyword/1090%E5%B9%B4                                                                                                                                                                                                   |
|     1 | 0.381 | 0.381 |   0.381 | 0.381 | 0.381 | 0.381 | 0.381 |  0.000 |  7595.000 |  7595.000 |    7595.000 |  7595.000 | GET    | /keyword/%E5%9B%B2%E7%A2%81%E3%81%AE%E8%A8%98%E9%8C%B2%E4%B8%80%E8%A6%A7                                                                                                                                                 |
|     1 | 0.381 | 0.381 |   0.381 | 0.381 | 0.381 | 0.381 | 0.381 |  0.000 |  2613.000 |  2613.000 |    2613.000 |  2613.000 | GET    | /keyword/732%E5%B9%B4                                                                                                                                                                                                    |
|     1 | 0.379 | 0.379 |   0.379 | 0.379 | 0.379 | 0.379 | 0.379 |  0.000 |  9286.000 |  9286.000 |    9286.000 |  9286.000 | GET    | /keyword/%E5%8D%97%E6%A3%AE%E7%94%BA%E9%A7%85                                                                                                                                                                            |
|     1 | 0.376 | 0.376 |   0.376 | 0.376 | 0.376 | 0.376 | 0.376 |  0.000 |  9672.000 |  9672.000 |    9672.000 |  9672.000 | GET    | /keyword/%E3%83%9B%E3%83%BC%E3%82%AB%E3%83%BC%20%E3%82%B7%E3%83%BC%E3%83%95%E3%83%A5%E3%83%BC%E3%83%AA%E3%83%BC                                                                                                          |
|     1 | 0.373 | 0.373 |   0.373 | 0.373 | 0.373 | 0.373 | 0.373 |  0.000 | 19119.000 | 19119.000 |   19119.000 | 19119.000 | GET    | /keyword/%E6%B1%9F%E3%83%8E%E5%B3%B6%E9%9B%BB%E9%89%841000%E5%BD%A2%E9%9B%BB%E8%BB%8A                                                                                                                                    |
|     1 | 0.373 | 0.373 |   0.373 | 0.373 | 0.373 | 0.373 | 0.373 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=yumatsumo&keyword=G15                                                                                                                                                                                        |
|     1 | 0.372 | 0.372 |   0.372 | 0.372 | 0.372 | 0.372 | 0.372 |  0.000 |  5678.000 |  5678.000 |    5678.000 |  5678.000 | GET    | /keyword/%E4%BC%8A%E9%81%94%E7%94%BA                                                                                                                                                                                     |
|     1 | 0.370 | 0.370 |   0.370 | 0.370 | 0.370 | 0.370 | 0.370 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sixeight&keyword=%E5%8D%97%E8%9F%B9%E8%B0%B7%E6%9D%91                                                                                                                                                        |
|     1 | 0.366 | 0.366 |   0.366 | 0.366 | 0.366 | 0.366 | 0.366 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=hamano&keyword=FreeTEMPO                                                                                                                                                                                     |
|     1 | 0.366 | 0.366 |   0.366 | 0.366 | 0.366 | 0.366 | 0.366 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=sixeight&keyword=%E5%85%AB%E7%94%B0%E5%B0%8F%E5%AD%A6%E6%A0%A1                                                                                                                                               |
|     1 | 0.363 | 0.363 |   0.363 | 0.363 | 0.363 | 0.363 | 0.363 |  0.000 |  3847.000 |  3847.000 |    3847.000 |  3847.000 | GET    | /keyword/%E3%82%B7%E3%83%A3%E3%83%AB%E3%83%B3%E3%83%9B%E3%83%AB%E3%82%B9%E3%83%88                                                                                                                                        |
|     1 | 0.363 | 0.363 |   0.363 | 0.363 | 0.363 | 0.363 | 0.363 |  0.000 |    25.000 |    25.000 |      25.000 |    25.000 | POST   | /stars?user=kamipo&keyword=%E4%BC%8A%E9%87%8E%E9%A7%85                                                                                                                                                                   |
|     1 | 0.361 | 0.361 |   0.361 | 0.361 | 0.361 | 0.361 | 0.361 |  0.000 |  5584.000 |  5584.000 |    5584.000 |  5584.000 | GET    | /keyword/%E8%AB%96%E7%90%86%E7%A9%8D                                                                                                                                                                                     |
|     1 | 0.359 | 0.359 |   0.359 | 0.359 | 0.359 | 0.359 | 0.359 |  0.000 |  5206.000 |  5206.000 |    5206.000 |  5206.000 | GET    | /keyword/%E8%BF%91%E8%97%A4%E5%8B%87%E4%BA%94%E9%83%8E                                                                                                                                                                   |
