+-------+-------+-------+---------+-------+-------+-------+-------+--------+------------+------------+--------------+------------+--------+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| COUNT |  MIN  |  MAX  |   SUM   |  AVG  |  P1   |  P50  |  P99  | STDDEV | MIN(BODY)  | MAX(BODY)  |  SUM(BODY)   | AVG(BODY)  | METHOD |                                                                                           URI                                                                                           |
|     1 | 0.383 | 0.383 |   0.383 | 0.383 | 0.383 | 0.383 | 0.383 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=seagirl&keyword=%E3%83%88%E3%82%A4%E3%82%BA                                                                                                                                 |
|     1 | 0.382 | 0.382 |   0.382 | 0.382 | 0.382 | 0.382 | 0.382 |  0.000 |   5244.000 |   5244.000 |     5244.000 |   5244.000 | GET    | /keyword/%E5%B8%8C%E5%9C%9F%E6%88%A6%E4%BA%89%20%281897%E5%B9%B4%29                                                                                                                     |
|     1 | 0.380 | 0.380 |   0.380 | 0.380 | 0.380 | 0.380 | 0.380 |  0.000 |  23736.000 |  23736.000 |    23736.000 |  23736.000 | GET    | /keyword/%E4%BA%BA%E9%96%93%E3%81%AE%E7%AD%8B%E8%82%89%E3%81%AE%E4%B8%80%E8%A6%A7                                                                                                       |
|     1 | 0.379 | 0.379 |   0.379 | 0.379 | 0.379 | 0.379 | 0.379 |  0.000 |    335.000 |    335.000 |      335.000 |    335.000 | POST   | /stars?user=shibazaki&keyword=%E3%83%A2%E3%83%88%E3%83%AD%E3%83%BC%E3%83%A9                                                                                                             |
|     1 | 0.379 | 0.379 |   0.379 | 0.379 | 0.379 | 0.379 | 0.379 |  0.000 |   3443.000 |   3443.000 |     3443.000 |   3443.000 | GET    | /keyword/%E3%82%A2%E3%83%AB%E3%83%A2%E3%83%B3%E3%83%86                                                                                                                                  |
|     1 | 0.378 | 0.378 |   0.378 | 0.378 | 0.378 | 0.378 | 0.378 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=dmaki&keyword=284%E5%B9%B4                                                                                                                                                  |
|     1 | 0.376 | 0.376 |   0.376 | 0.376 | 0.376 | 0.376 | 0.376 |  0.000 |  20771.000 |  20771.000 |    20771.000 |  20771.000 | GET    | /keyword/%E5%90%8D%E9%89%848800%E7%B3%BB%E9%9B%BB%E8%BB%8A                                                                                                                              |
|     1 | 0.376 | 0.376 |   0.376 | 0.376 | 0.376 | 0.376 | 0.376 |  0.000 |   7809.000 |   7809.000 |     7809.000 |   7809.000 | GET    | /keyword/%E3%82%AA%E3%82%AC%E3%83%87%E3%83%B3%E6%88%A6%E4%BA%89                                                                                                                         |
|     1 | 0.374 | 0.374 |   0.374 | 0.374 | 0.374 | 0.374 | 0.374 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=springmt&keyword=%E7%94%B0%E7%AB%8B%E9%A7%85                                                                                                                                |
|     1 | 0.374 | 0.374 |   0.374 | 0.374 | 0.374 | 0.374 | 0.374 |  0.000 |   5964.000 |   5964.000 |     5964.000 |   5964.000 | GET    | /keyword/%E3%83%9B%E3%83%B3%E3%83%80%E3%82%A2%E3%82%AF%E3%82%BB%E3%82%B9                                                                                                                |
|     1 | 0.374 | 0.374 |   0.374 | 0.374 | 0.374 | 0.374 | 0.374 |  0.000 |  29512.000 |  29512.000 |    29512.000 |  29512.000 | GET    | /keyword/%E3%83%99%E3%83%BC%E3%82%B9%E3%83%9C%E3%83%BC%E3%83%AB%E3%83%9E%E3%82%AC%E3%82%B8%E3%83%B3                                                                                     |
|     1 | 0.371 | 0.371 |   0.371 | 0.371 | 0.371 | 0.371 | 0.371 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ntsutsumi&keyword=954%E5%B9%B4                                                                                                                                              |
|     1 | 0.370 | 0.370 |   0.370 | 0.370 | 0.370 | 0.370 | 0.370 |  0.000 |   3490.000 |   3490.000 |     3490.000 |   3490.000 | GET    | /keyword/%E6%B6%B2%E5%86%B7%E3%82%A8%E3%83%B3%E3%82%B8%E3%83%B3                                                                                                                         |
|     1 | 0.367 | 0.367 |   0.367 | 0.367 | 0.367 | 0.367 | 0.367 |  0.000 |   6891.000 |   6891.000 |     6891.000 |   6891.000 | GET    | /keyword/%E5%B1%B1%E7%94%B0%E9%A7%85%20%28%E6%9D%B1%E4%BA%AC%E9%83%BD%29                                                                                                                |
|     1 | 0.363 | 0.363 |   0.363 | 0.363 | 0.363 | 0.363 | 0.363 |  0.000 |   3100.000 |   3100.000 |     3100.000 |   3100.000 | GET    | /keyword/257%E5%B9%B4                                                                                                                                                                   |
|     1 | 0.359 | 0.359 |   0.359 | 0.359 | 0.359 | 0.359 | 0.359 |  0.000 |   7216.000 |   7216.000 |     7216.000 |   7216.000 | GET    | /keyword/%E8%93%8B%E9%B9%B5%E7%8E%8B                                                                                                                                                    |
|     1 | 0.353 | 0.353 |   0.353 | 0.353 | 0.353 | 0.353 | 0.353 |  0.000 |  11318.000 |  11318.000 |    11318.000 |  11318.000 | GET    | /keyword/%E6%9F%8F%E6%A3%AE%E9%A7%85                                                                                                                                                    |
|     1 | 0.352 | 0.352 |   0.352 | 0.352 | 0.352 | 0.352 | 0.352 |  0.000 |   4097.000 |   4097.000 |     4097.000 |   4097.000 | GET    | /keyword/%E3%82%B9%E3%83%91%E3%82%A4%E3%82%B9                                                                                                                                           |
|     1 | 0.351 | 0.351 |   0.351 | 0.351 | 0.351 | 0.351 | 0.351 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=isoya&keyword=%E5%85%AB%E7%94%B0%E5%B0%8F%E5%AD%A6%E6%A0%A1                                                                                                                 |
|     1 | 0.349 | 0.349 |   0.349 | 0.349 | 0.349 | 0.349 | 0.349 |  0.000 |  15508.000 |  15508.000 |    15508.000 |  15508.000 | GET    | /keyword/%E9%81%B8%E6%8A%9E%E5%85%AC%E7%90%86                                                                                                                                           |
|     1 | 0.348 | 0.348 |   0.348 | 0.348 | 0.348 | 0.348 | 0.348 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=takefumi&keyword=%E6%B2%BC%E8%90%BD%E6%82%AA%E6%B0%B4%E8%B7%AF                                                                                                              |
|     1 | 0.346 | 0.346 |   0.346 | 0.346 | 0.346 | 0.346 | 0.346 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=isoya&keyword=%E4%BA%94%E6%89%80%E5%B7%9D%E5%8E%9F%E7%AB%8B%E4%BD%9E%E6%AD%A6%E5%A4%9A                                                                                      |
|     1 | 0.344 | 0.344 |   0.344 | 0.344 | 0.344 | 0.344 | 0.344 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ntsutsumi&keyword=%E3%82%A4%E3%82%AE%E3%83%AA%E3%82%B9%E6%94%BF%E5%BA%9C                                                                                                    |
|     1 | 0.339 | 0.339 |   0.339 | 0.339 | 0.339 | 0.339 | 0.339 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ogata&keyword=%E5%8A%A0%E8%97%A4%E5%BD%B0                                                                                                                                   |
|     1 | 0.337 | 0.337 |   0.337 | 0.337 | 0.337 | 0.337 | 0.337 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=rozary&keyword=%E5%8C%97%E6%B5%B7%E9%81%93%E3%81%AE%E5%86%8D%E9%96%8B%E7%99%BA%E3%81%AE%E4%B8%80%E8%A6%A7                                                                   |
|     1 | 0.337 | 0.337 |   0.337 | 0.337 | 0.337 | 0.337 | 0.337 |  0.000 |   9335.000 |   9335.000 |     9335.000 |   9335.000 | GET    | /keyword/%E6%96%B0%E7%99%BD%E5%B2%A1%E9%A7%85                                                                                                                                           |
|     1 | 0.336 | 0.336 |   0.336 | 0.336 | 0.336 | 0.336 | 0.336 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=shiraiwa&keyword=%E6%99%AE%E9%96%80%E9%99%A2                                                                                                                                |
|     1 | 0.334 | 0.334 |   0.334 | 0.334 | 0.334 | 0.334 | 0.334 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=seagirl&keyword=%E5%8C%97%E6%B6%88%E9%98%B2%E7%BD%B2                                                                                                                        |
|     1 | 0.332 | 0.332 |   0.332 | 0.332 | 0.332 | 0.332 | 0.332 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=hoto&keyword=%E5%8A%A0%E8%97%A4%E5%BD%B0                                                                                                                                    |
|     1 | 0.331 | 0.331 |   0.331 | 0.331 | 0.331 | 0.331 | 0.331 |  0.000 |  13761.000 |  13761.000 |    13761.000 |  13761.000 | GET    | /keyword/%E5%90%8D%E9%89%84%E4%B8%80%E5%AE%AE%E7%B7%9A                                                                                                                                  |
|     1 | 0.330 | 0.330 |   0.330 | 0.330 | 0.330 | 0.330 | 0.330 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=skjm&keyword=%E3%83%88%E3%82%A4%E3%82%BA                                                                                                                                    |
|     1 | 0.329 | 0.329 |   0.329 | 0.329 | 0.329 | 0.329 | 0.329 |  0.000 |   4832.000 |   4832.000 |     4832.000 |   4832.000 | GET    | /keyword/%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%B4%E3%82%A3%E3%83%AB%E3%83%BB%E3%83%90%E3%83%B3%E3%83%88%E3%83%83%E3%82%AF                                                                   |
|     1 | 0.329 | 0.329 |   0.329 | 0.329 | 0.329 | 0.329 | 0.329 |  0.000 |   7715.000 |   7715.000 |     7715.000 |   7715.000 | GET    | /keyword/%E3%82%B8%E3%83%A7%E3%83%B3%E3%83%BB%E3%82%B9%E3%82%AB%E3%83%BC%E3%83%AC%E3%83%83%E3%83%88                                                                                     |
|     1 | 0.327 | 0.327 |   0.327 | 0.327 | 0.327 | 0.327 | 0.327 |  0.000 |  10284.000 |  10284.000 |    10284.000 |  10284.000 | GET    | /keyword/%E3%82%A2%E3%83%89%E3%83%AA%E3%82%A2%E3%83%B3%E3%83%BB%E3%83%B4%E3%82%A3%E3%83%A9%E3%83%BC%E3%83%AB%E3%83%88                                                                   |
|     1 | 0.326 | 0.326 |   0.326 | 0.326 | 0.326 | 0.326 | 0.326 |  0.000 |    335.000 |    335.000 |      335.000 |    335.000 | POST   | /stars?user=rozary&keyword=%E6%97%A5%E6%9C%AC%E3%83%97%E3%83%AD%E3%82%B5%E3%83%83%E3%82%AB%E3%83%BC%E3%83%AA%E3%83%BC%E3%82%B0                                                          |
|     1 | 0.325 | 0.325 |   0.325 | 0.325 | 0.325 | 0.325 | 0.325 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=isoya&keyword=635%E5%B9%B4                                                                                                                                                  |
|     1 | 0.322 | 0.322 |   0.322 | 0.322 | 0.322 | 0.322 | 0.322 |  0.000 |   7061.000 |   7061.000 |     7061.000 |   7061.000 | GET    | /keyword/8000%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB%E5%B3%B0                                                                                                                              |
|     1 | 0.321 | 0.321 |   0.321 | 0.321 | 0.321 | 0.321 | 0.321 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=shiraiwa&keyword=635%E5%B9%B4                                                                                                                                               |
|     1 | 0.319 | 0.319 |   0.319 | 0.319 | 0.319 | 0.319 | 0.319 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=seagirl&keyword=%E6%B5%A6%E5%B9%8C%E9%A7%85                                                                                                                                 |
|     1 | 0.317 | 0.317 |   0.317 | 0.317 | 0.317 | 0.317 | 0.317 |  0.000 |   6888.000 |   6888.000 |     6888.000 |   6888.000 | GET    | /keyword/%E3%82%AB%E3%83%AB%E3%83%8E%E3%82%BF%E3%82%A6%E3%83%AB%E3%82%B9                                                                                                                |
|     1 | 0.307 | 0.307 |   0.307 | 0.307 | 0.307 | 0.307 | 0.307 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=seagirl&keyword=%E8%8F%85%E5%B1%B1%E3%81%8B%E3%81%8A%E3%82%8B                                                                                                               |
|     1 | 0.302 | 0.302 |   0.302 | 0.302 | 0.302 | 0.302 | 0.302 |  0.000 |   9480.000 |   9480.000 |     9480.000 |   9480.000 | GET    | /keyword/%E8%B5%A4%E7%9B%AE%E5%9B%9B%E5%8D%81%E5%85%AB%E6%BB%9D                                                                                                                         |
|     1 | 0.298 | 0.298 |   0.298 | 0.298 | 0.298 | 0.298 | 0.298 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=skjm&keyword=%E8%8F%85%E5%B1%B1%E3%81%8B%E3%81%8A%E3%82%8B                                                                                                                  |
|     1 | 0.298 | 0.298 |   0.298 | 0.298 | 0.298 | 0.298 | 0.298 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=takefumi&keyword=%E4%BD%9C%E6%9B%B2%E8%B3%9E                                                                                                                                |
|     1 | 0.297 | 0.297 |   0.297 | 0.297 | 0.297 | 0.297 | 0.297 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=fujisawa&keyword=768%E5%B9%B4                                                                                                                                               |
|     1 | 0.297 | 0.297 |   0.297 | 0.297 | 0.297 | 0.297 | 0.297 |  0.000 |   3815.000 |   3815.000 |     3815.000 |   3815.000 | GET    | /keyword/%E7%B9%81%E6%96%87%E7%B8%9F%E7%A4%BC                                                                                                                                           |
|     1 | 0.297 | 0.297 |   0.297 | 0.297 | 0.297 | 0.297 | 0.297 |  0.000 |  10228.000 |  10228.000 |    10228.000 |  10228.000 | GET    | /keyword/%E3%82%AB%E3%83%BC%E3%83%AB%E3%82%B9%E3%83%AB%E3%83%BC%E3%82%A8SC                                                                                                              |
|     1 | 0.294 | 0.294 |   0.294 | 0.294 | 0.294 | 0.294 | 0.294 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=shibazaki&keyword=954%E5%B9%B4                                                                                                                                              |
|     1 | 0.291 | 0.291 |   0.291 | 0.291 | 0.291 | 0.291 | 0.291 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=shiraiwa&keyword=1109%E5%B9%B4                                                                                                                                              |
|     1 | 0.290 | 0.290 |   0.290 | 0.290 | 0.290 | 0.290 | 0.290 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=naoyat&keyword=%E6%9E%87%E6%9D%B7%E5%B3%B6%E6%A9%8B                                                                                                                         |
|     1 | 0.290 | 0.290 |   0.290 | 0.290 | 0.290 | 0.290 | 0.290 |  0.000 |  62230.000 |  62230.000 |    62230.000 |  62230.000 | GET    | /keyword/%E5%8C%97%E5%8D%83%E4%BD%8F%E9%A7%85                                                                                                                                           |
|     1 | 0.289 | 0.289 |   0.289 | 0.289 | 0.289 | 0.289 | 0.289 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=isoya&keyword=%E6%99%AE%E9%96%80%E9%99%A2                                                                                                                                   |
|     1 | 0.288 | 0.288 |   0.288 | 0.288 | 0.288 | 0.288 | 0.288 |  0.000 |   9558.000 |   9558.000 |     9558.000 |   9558.000 | GET    | /keyword/135%20%28%E3%83%90%E3%83%B3%E3%83%89%29                                                                                                                                        |
|     1 | 0.285 | 0.285 |   0.285 | 0.285 | 0.285 | 0.285 | 0.285 |  0.000 |   7378.000 |   7378.000 |     7378.000 |   7378.000 | GET    | /keyword/%E7%9F%A2%E5%B2%B3%E9%A7%85                                                                                                                                                    |
|     1 | 0.283 | 0.283 |   0.283 | 0.283 | 0.283 | 0.283 | 0.283 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=naoyat&keyword=%E3%82%A4%E3%83%89%E3%83%AA%E3%83%BC%E3%82%B9                                                                                                                |
|     1 | 0.282 | 0.282 |   0.282 | 0.282 | 0.282 | 0.282 | 0.282 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=seagirl&keyword=CCE                                                                                                                                                         |
|     1 | 0.279 | 0.279 |   0.279 | 0.279 | 0.279 | 0.279 | 0.279 |  0.000 |   3277.000 |   3277.000 |     3277.000 |   3277.000 | GET    | /keyword/%E3%82%B0%E3%83%A9%E3%83%95%E3%82%A3%E3%83%86%E3%82%A3%20%28Palm%29                                                                                                            |
|     1 | 0.278 | 0.278 |   0.278 | 0.278 | 0.278 | 0.278 | 0.278 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=shibazaki&keyword=%E3%82%A4%E3%82%AE%E3%83%AA%E3%82%B9%E6%94%BF%E5%BA%9C                                                                                                    |
|     1 | 0.278 | 0.278 |   0.278 | 0.278 | 0.278 | 0.278 | 0.278 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=springmt&keyword=%E3%82%A4%E3%82%AE%E3%83%AA%E3%82%B9%E6%94%BF%E5%BA%9C                                                                                                     |
|     1 | 0.277 | 0.277 |   0.277 | 0.277 | 0.277 | 0.277 | 0.277 |  0.000 |   5336.000 |   5336.000 |     5336.000 |   5336.000 | GET    | /keyword/%E7%B9%94%E7%94%B0%E4%BF%A1%E8%89%AF                                                                                                                                           |
|     1 | 0.277 | 0.277 |   0.277 | 0.277 | 0.277 | 0.277 | 0.277 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=fujisawa&keyword=%E5%B2%A9%E6%A9%8B%E8%BE%B0%E4%B9%9F                                                                                                                       |
|     1 | 0.275 | 0.275 |   0.275 | 0.275 | 0.275 | 0.275 | 0.275 |  0.000 |   7132.000 |   7132.000 |     7132.000 |   7132.000 | GET    | /keyword/%E5%85%B5%E5%BA%AB%E7%9C%8C%E9%81%93144%E5%8F%B7%E8%A5%BF%E8%84%87%E5%8F%A3%E5%90%89%E5%B7%9D%E7%A5%9E%E6%88%B8%E7%B7%9A                                                       |
|     1 | 0.274 | 0.274 |   0.274 | 0.274 | 0.274 | 0.274 | 0.274 |  0.000 |   8029.000 |   8029.000 |     8029.000 |   8029.000 | GET    | /keyword/%E8%8C%A8%E6%88%B8%E5%B7%9D                                                                                                                                                    |
|     1 | 0.273 | 0.273 |   0.273 | 0.273 | 0.273 | 0.273 | 0.273 |  0.000 |  10921.000 |  10921.000 |    10921.000 |  10921.000 | GET    | /keyword/%E3%82%AB%E3%83%B3%E3%83%91%E3%83%A9                                                                                                                                           |
|     1 | 0.270 | 0.270 |   0.270 | 0.270 | 0.270 | 0.270 | 0.270 |  0.000 |   2941.000 |   2941.000 |     2941.000 |   2941.000 | GET    | /keyword/120%E5%B9%B4                                                                                                                                                                   |
|     1 | 0.263 | 0.263 |   0.263 | 0.263 | 0.263 | 0.263 | 0.263 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=shibazaki&keyword=%E4%B8%8A%E6%9D%89%E6%86%B2%E5%BF%A0                                                                                                                      |
|     1 | 0.263 | 0.263 |   0.263 | 0.263 | 0.263 | 0.263 | 0.263 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=dmaki&keyword=%E4%B8%8A%E6%9D%89%E6%86%B2%E5%BF%A0                                                                                                                          |
|     1 | 0.262 | 0.262 |   0.262 | 0.262 | 0.262 | 0.262 | 0.262 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=shiraiwa&keyword=%E8%97%AA%E7%94%B0%E6%9D%91                                                                                                                                |
|     1 | 0.261 | 0.261 |   0.261 | 0.261 | 0.261 | 0.261 | 0.261 |  0.000 |   3050.000 |   3050.000 |     3050.000 |   3050.000 | GET    | /keyword/%E5%A0%BA%E5%8D%83%E5%AE%B6                                                                                                                                                    |
|     1 | 0.260 | 0.260 |   0.260 | 0.260 | 0.260 | 0.260 | 0.260 |  0.000 |  20004.000 |  20004.000 |    20004.000 |  20004.000 | GET    | /keyword/%E5%A4%A7%E4%BA%95%E7%94%BA%E9%A7%85                                                                                                                                           |
|     1 | 0.260 | 0.260 |   0.260 | 0.260 | 0.260 | 0.260 | 0.260 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ogata&keyword=1109%E5%B9%B4                                                                                                                                                 |
|     1 | 0.254 | 0.254 |   0.254 | 0.254 | 0.254 | 0.254 | 0.254 |  0.000 |   3936.000 |   3936.000 |     3936.000 |   3936.000 | GET    | /keyword/%E3%83%88%E3%83%BC%E3%83%AA%E3%83%BC%E5%85%9A                                                                                                                                  |
|     1 | 0.254 | 0.254 |   0.254 | 0.254 | 0.254 | 0.254 | 0.254 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ntsutsumi&keyword=%E3%82%A6%E3%83%BC%E3%82%BA                                                                                                                               |
|     1 | 0.253 | 0.253 |   0.253 | 0.253 | 0.253 | 0.253 | 0.253 |  0.000 |  26080.000 |  26080.000 |    26080.000 |  26080.000 | GET    | /keyword/%E7%86%8A%E6%9C%AC%E4%BA%A4%E9%80%9A%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC                                                                                                       |
|     1 | 0.253 | 0.253 |   0.253 | 0.253 | 0.253 | 0.253 | 0.253 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ogata&keyword=%E7%A9%BA%E5%8D%B0%E5%AF%BA                                                                                                                                   |
|     1 | 0.252 | 0.252 |   0.252 | 0.252 | 0.252 | 0.252 | 0.252 |  0.000 |   4689.000 |   4689.000 |     4689.000 |   4689.000 | GET    | /keyword/%E3%83%8F%E3%82%A4%E3%83%89%E3%83%BB%E3%82%A2%E3%83%B3%E3%83%89%E3%83%BB%E3%82%B7%E3%83%BC%E3%82%AF%20%E6%9A%97%E9%97%87%E3%81%AE%E3%81%8B%E3%81%8F%E3%82%8C%E3%82%93%E3%81%BC |
|     1 | 0.247 | 0.247 |   0.247 | 0.247 | 0.247 | 0.247 | 0.247 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=fujisawa&keyword=%E7%89%A9%E8%B3%AA%E6%96%87%E6%98%8E                                                                                                                       |
|     1 | 0.247 | 0.247 |   0.247 | 0.247 | 0.247 | 0.247 | 0.247 |  0.000 |   3630.000 |   3630.000 |     3630.000 |   3630.000 | GET    | /keyword/%E6%B8%AF%E6%B9%BE%E6%BD%9C%E6%B0%B4%E6%8A%80%E5%A3%AB                                                                                                                         |
|     1 | 0.246 | 0.246 |   0.246 | 0.246 | 0.246 | 0.246 | 0.246 |  0.000 |   2947.000 |   2947.000 |     2947.000 |   2947.000 | GET    | /keyword/%E5%B0%8F%E5%B7%9D%E9%A7%85                                                                                                                                                    |
|     1 | 0.245 | 0.245 |   0.245 | 0.245 | 0.245 | 0.245 | 0.245 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=seagirl&keyword=%E5%85%AB%E7%94%B0%E5%B0%8F%E5%AD%A6%E6%A0%A1                                                                                                               |
|     1 | 0.244 | 0.244 |   0.244 | 0.244 | 0.244 | 0.244 | 0.244 |  0.000 |   8122.000 |   8122.000 |     8122.000 |   8122.000 | GET    | /keyword/%E6%97%A9%E5%B3%B6%E9%A7%85                                                                                                                                                    |
|     1 | 0.242 | 0.242 |   0.242 | 0.242 | 0.242 | 0.242 | 0.242 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=naoyat&keyword=%E9%9E%8D%E6%8E%9B%E5%B1%B1                                                                                                                                  |
|     1 | 0.239 | 0.239 |   0.239 | 0.239 | 0.239 | 0.239 | 0.239 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=takefumi&keyword=%E5%B2%A9%E6%A9%8B%E8%BE%B0%E4%B9%9F                                                                                                                       |
|     1 | 0.238 | 0.238 |   0.238 | 0.238 | 0.238 | 0.238 | 0.238 |  0.000 |    335.000 |    335.000 |      335.000 |    335.000 | POST   | /stars?user=isoya&keyword=%E3%83%81%E3%83%A3%E3%83%83%E3%83%88                                                                                                                          |
|     1 | 0.238 | 0.238 |   0.238 | 0.238 | 0.238 | 0.238 | 0.238 |  0.000 | 118558.000 | 118558.000 |   118558.000 | 118558.000 | GET    | /keyword/%E5%8C%97%E6%B5%B7%E9%81%93%E6%96%B0%E5%B9%B9%E7%B7%9A                                                                                                                         |
|     1 | 0.236 | 0.236 |   0.236 | 0.236 | 0.236 | 0.236 | 0.236 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=hoto&keyword=%E6%9E%87%E6%9D%B7%E5%B3%B6%E6%A9%8B                                                                                                                           |
|     1 | 0.235 | 0.235 |   0.235 | 0.235 | 0.235 | 0.235 | 0.235 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=ntsutsumi&keyword=%E9%95%B7%E6%98%A5%E4%B8%AD%E5%8C%BB%E8%96%AC%E5%A4%A7%E5%AD%A6                                                                                           |
|     1 | 0.234 | 0.234 |   0.234 | 0.234 | 0.234 | 0.234 | 0.234 |  0.000 |   7403.000 |   7403.000 |     7403.000 |   7403.000 | GET    | /keyword/%E3%83%95%E3%83%8A%E3%83%95%E3%83%86%E3%82%A3%E5%B3%B6                                                                                                                         |
|     1 | 0.234 | 0.234 |   0.234 | 0.234 | 0.234 | 0.234 | 0.234 |  0.000 |    335.000 |    335.000 |      335.000 |    335.000 | POST   | /stars?user=ogata&keyword=%E8%B6%85%E9%9B%BB%E5%AD%90%E3%83%90%E3%82%A4%E3%82%AA%E3%83%9E%E3%83%B3                                                                                      |
|     1 | 0.232 | 0.232 |   0.232 | 0.232 | 0.232 | 0.232 | 0.232 |  0.000 |   4426.000 |   4426.000 |     4426.000 |   4426.000 | GET    | /keyword/%E3%82%A8%E3%83%AB%E3%83%B3%E3%82%B9%E3%83%88%E3%83%BB%E3%82%B7%E3%83%A5%E3%83%86%E3%83%A5%E3%83%83%E3%82%B1%E3%83%AB%E3%83%99%E3%83%AB%E3%82%AF                               |
|     1 | 0.227 | 0.227 |   0.227 | 0.227 | 0.227 | 0.227 | 0.227 |  0.000 |   2739.000 |   2739.000 |     2739.000 |   2739.000 | GET    | /keyword/588%E5%B9%B4                                                                                                                                                                   |
|     1 | 0.225 | 0.225 |   0.225 | 0.225 | 0.225 | 0.225 | 0.225 |  0.000 |   2436.000 |   2436.000 |     2436.000 |   2436.000 | GET    | /keyword/%E7%A5%9E%E5%89%8D%E9%A7%85                                                                                                                                                    |
|     1 | 0.223 | 0.223 |   0.223 | 0.223 | 0.223 | 0.223 | 0.223 |  0.000 |   6579.000 |   6579.000 |     6579.000 |   6579.000 | GET    | /keyword/%E4%BC%8A%E6%9D%B1%E7%A5%90%E7%9B%B8                                                                                                                                           |
|     1 | 0.223 | 0.223 |   0.223 | 0.223 | 0.223 | 0.223 | 0.223 |  0.000 |  11015.000 |  11015.000 |    11015.000 |  11015.000 | GET    | /keyword/%E6%A8%AA%E7%80%AC%E9%A7%85                                                                                                                                                    |
|     1 | 0.223 | 0.223 |   0.223 | 0.223 | 0.223 | 0.223 | 0.223 |  0.000 |  12136.000 |  12136.000 |    12136.000 |  12136.000 | GET    | /keyword/%E5%A4%A9%E5%AE%89%E5%B8%82                                                                                                                                                    |
|     1 | 0.218 | 0.218 |   0.218 | 0.218 | 0.218 | 0.218 | 0.218 |  0.000 |     25.000 |     25.000 |       25.000 |     25.000 | POST   | /stars?user=dmaki&keyword=%E7%8E%89%E5%B7%9D%E4%B8%8A%E6%B0%B4                                                                                                                          |
